location,bhk,total_sqft,bath,price_lakh,house_type,building_status,city,price_per_sqft
6th Phase JP Nagar,2 BHK,1192.0,2.0,74.0,Apartment,,Bengaluru,
Ulsoor,3 BHK,2135.0,3.0,215.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1173.0,2.0,58.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1020.0,2.0,45.0,Apartment,,Bengaluru,
Thigalarapalya,4 BHK,3122.0,6.0,230.0,Apartment,,Bengaluru,
Somasundara Palya,3 BHK,1600.0,3.0,64.0,Apartment,,Bengaluru,
T.C PALYA,2 Bedroom,1200.0,2.0,79.0,Apartment,,Bengaluru,
Muneshwara Nagar,2 BHK,1230.0,2.0,48.0,Apartment,,Bengaluru,
 Devarachikkanahalli,2 BHK,1250.0,2.0,40.0,Apartment,,Bengaluru,
Kalena Agrahara,2 BHK,1325.0,2.0,76.0,Apartment,,Bengaluru,
7th Phase JP Nagar,3 BHK,1850.0,3.0,150.0,Apartment,,Bengaluru,
Kanakpura Road,1 BHK,525.0,,21.53,Apartment,,Bengaluru,
Basaveshwara Nagar,2 BHK,1200.0,2.0,65.0,Apartment,,Bengaluru,
Bull Temple Road,3 Bedroom,1350.0,2.0,140.0,Apartment,,Bengaluru,
Bommasandra,3 BHK,1260.0,3.0,49.36,Apartment,,Bengaluru,
Prashanth Nagar,3 BHK,1800.0,3.0,150.0,Apartment,,Bengaluru,
Suragajakkanahalli,3 Bedroom,11.0,3.0,74.0,Apartment,,Bengaluru,
Ardendale,2 BHK,1100.0,2.0,43.25,Apartment,,Bengaluru,
Harlur,2 BHK,1508.0,2.0,77.0,Apartment,,Bengaluru,
Sampigehalli,3 BHK,1592.0,3.0,75.0,Apartment,,Bengaluru,
Akshaya Nagar,2 BHK,1388.0,2.0,57.0,Apartment,,Bengaluru,
Electronic City Phase II,1 BHK,630.0,1.0,28.35,Apartment,,Bengaluru,
RMV,3 Bedroom,2000.0,3.0,365.0,Apartment,,Bengaluru,
Banashankari3rd stage bigbazar,3 BHK,1762.0,3.0,125.0,Apartment,,Bengaluru,
Bagalur Main Road,2 BHK,950.0,2.0,50.0,Apartment,,Bengaluru,
Kodihalli,4 BHK,3252.0,5.0,335.0,Apartment,,Bengaluru,
Magadi Road,2 BHK,1116.0,2.0,50.0,Apartment,,Bengaluru,
Narayanapura,2 BHK,1308.0,2.0,89.04,Apartment,,Bengaluru,
MS Pallya,3 BHK,1200.0,3.0,90.0,Apartment,,Bengaluru,
Binny Mills Employees Colony,4 Bedroom,1500.0,4.0,230.0,Apartment,,Bengaluru,
Bannerghatta Road,1 BHK,500.0,1.0,18.5,Apartment,,Bengaluru,
Hennur,2 BHK,1075.0,2.0,52.0,Apartment,,Bengaluru,
Chandapura,1 BHK,530.0,1.0,11.66,Apartment,,Bengaluru,
Bellandur,2 BHK,1205.0,2.0,66.0,Apartment,,Bengaluru,
5th Phase JP Nagar,2 BHK,1075.0,2.0,60.0,Apartment,,Bengaluru,
KR Puram,2 BHK,930.0,2.0,39.0,Apartment,,Bengaluru,
Balagere,2 BHK,1380.0,2.0,60.0,Apartment,,Bengaluru,
Hebbal,4 BHK,2483.0,5.0,212.0,Apartment,,Bengaluru,
Kodigehaali,2 BHK,1166.0,2.0,55.0,Apartment,,Bengaluru,
Bannerghatta Road,2 BHK,1050.0,2.0,65.0,Apartment,,Bengaluru,
Gopalapura,3 BHK,2023.71,3.0,275.0,Apartment,,Bengaluru,
Begur Road,2 BHK,1200.0,2.0,46.8,Apartment,,Bengaluru,
Lakshminarayana Pura,3 BHK,1600.0,2.0,108.0,Apartment,,Bengaluru,
Billekahalli,3 BHK,1935.0,3.0,110.0,Apartment,,Bengaluru,
8th Phase JP Nagar,1 BHK,451.0,1.0,29.9,Apartment,,Bengaluru,
Electronic City,3 BHK,1800.0,3.0,95.0,Apartment,,Bengaluru,
Jalahalli,3 BHK,1400.0,3.0,77.0,Apartment,,Bengaluru,
Hegde Nagar,3 BHK,1801.0,3.0,115.0,Apartment,,Bengaluru,
Mahadevpura,2 BHK,1451.0,2.0,90.0,Apartment,,Bengaluru,
Anekal,2 Bedroom,1200.0,1.0,36.0,Apartment,,Bengaluru,
Begur Road,2 BHK,1160.0,2.0,44.0,Apartment,,Bengaluru,
Kengeri,2 BHK,1000.0,2.0,25.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,950.0,2.0,40.0,Apartment,,Bengaluru,
"Hoodi Circle, ",3 BHK,1629.0,3.0,79.0,Apartment,,Bengaluru,
Vijayanagar,3 BHK,1580.0,2.0,134.0,Apartment,,Bengaluru,
Vijayanagar,3 BHK,1826.0,3.0,121.0,Apartment,,Bengaluru,
7th Phase JP Nagar,2 BHK,1245.0,2.0,94.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1145.0,2.0,45.79,Apartment,,Bengaluru,
Sompura,2 BHK,825.0,2.0,33.0,Apartment,,Bengaluru,
Yeshwanthpur,3 BHK,1693.0,3.0,108.0,Apartment,,Bengaluru,
Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,Apartment,,Bengaluru,
Ashirvad Colony,2 BHK,1460.0,2.0,58.0,Apartment,,Bengaluru,
Doddathoguru,2 BHK,1050.0,2.0,32.0,Apartment,,Bengaluru,
Dodda Nekkundi,2 BHK,1260.0,2.0,55.0,Apartment,,Bengaluru,
K N Extension,6 BHK,700.0,3.0,120.0,Apartment,,Bengaluru,
Hosur Road,2 BHK,1656.0,2.0,120.0,Apartment,,Bengaluru,
Chandapura,3 BHK,1208.0,3.0,45.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1910.0,3.0,161.0,Apartment,,Bengaluru,
Whitefield,4 BHK,3252.0,4.0,230.0,Apartment,,Bengaluru,
Battarahalli,2 Bedroom,1200.0,2.0,65.0,Apartment,,Bengaluru,
Gokula Extension,4 BHK,1200.0,4.0,175.0,Apartment,,Bengaluru,
7th Phase JP Nagar,2 BHK,1175.0,2.0,82.0,Apartment,,Bengaluru,
Kamakshipalya,2 Bedroom,1000.0,2.0,165.0,Apartment,,Bengaluru,
Bannerghatta Road,4 Bedroom,1200.0,2.0,125.0,Apartment,,Bengaluru,
Rajaji Nagar,3 BHK,2390.0,3.0,410.0,Apartment,,Bengaluru,
Rajaji Nagar,7 BHK,12000.0,6.0,2200.0,Apartment,,Bengaluru,
Sultan Palaya,2 Bedroom,550.0,1.0,62.0,Apartment,,Bengaluru,
Kengeri,1 BHK,,1.0,18.5,Apartment,,Bengaluru,
Sanne Amanikere,2 BHK,1185.0,2.0,38.0,Apartment,,Bengaluru,
Kengeri,2 BHK,750.0,2.0,38.0,Apartment,,Bengaluru,
Mahalakshmi Layout,6 Bedroom,1200.0,7.0,250.0,Apartment,,Bengaluru,
Kanakpura Road,3 BHK,1550.0,3.0,64.5,Apartment,,Bengaluru,
Amco Colony,3 BHK,1760.0,3.0,88.0,Apartment,,Bengaluru,
Billekahalli,2 BHK,1125.0,2.0,62.0,Apartment,,Bengaluru,
Nagarbhavi,3 Bedroom,1350.0,3.0,150.0,Apartment,,Bengaluru,
Anandapura,2 Bedroom,1000.0,2.0,55.0,Apartment,,Bengaluru,
Bommasandra Industrial Area,2 BHK,1090.0,2.0,31.48,Apartment,,Bengaluru,
TC Palaya,2 Bedroom,1200.0,2.0,60.0,Apartment,,Bengaluru,
Budigere,3 BHK,1991.0,4.0,103.0,Apartment,,Bengaluru,
Bommasandra,2 BHK,1060.0,2.0,26.5,Apartment,,Bengaluru,
Ambalipura,2 BHK,1105.0,2.0,75.0,Apartment,,Bengaluru,
Hoodi,2 BHK,985.0,2.0,67.0,Apartment,,Bengaluru,
Chandapura,6 Bedroom,1533.0,5.0,85.0,Apartment,,Bengaluru,
Balagere,3 BHK,1590.0,3.0,79.0,Apartment,,Bengaluru,
CV Raman Nagar,2 BHK,1120.0,2.0,55.0,Apartment,,Bengaluru,
Samethanahalli,2 BHK,1069.0,2.0,55.0,Apartment,,Bengaluru,
Marathahalli,3 BHK,1933.0,3.0,140.0,Apartment,,Bengaluru,
Hosur Road,2 BHK,1194.0,2.0,69.0,Apartment,,Bengaluru,
Brookefield,2 BHK,1150.0,2.0,69.0,Apartment,,Bengaluru,
Yelenahalli,2 BHK,1240.0,2.0,47.12,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,Apartment,,Bengaluru,
7th Phase JP Nagar,8 Bedroom,1200.0,8.0,250.0,Apartment,,Bengaluru,
Richmond Town,3 BHK,2150.0,4.0,240.0,Apartment,,Bengaluru,
Suddaguntepalya,3 BHK,1450.0,3.0,55.0,Apartment,,Bengaluru,
Udayapur Village,3 BHK,1630.0,3.0,68.29,Apartment,,Bengaluru,
Dasanapura,2 BHK,708.0,1.0,40.0,Apartment,,Bengaluru,
Kasavanhalli,3 Bedroom,1000.0,4.0,110.0,Apartment,,Bengaluru,
Whitefield,4 Bedroom,11890.0,4.0,700.0,Apartment,,Bengaluru,
Bellandur,2 BHK,1250.0,2.0,76.0,Apartment,,Bengaluru,
7th Phase JP Nagar,3 BHK,1400.0,2.0,95.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,1670.0,2.0,57.0,Apartment,,Bengaluru,
Ardendale,3 BHK,1750.0,3.0,100.0,Apartment,,Bengaluru,
Vittasandra,2 BHK,1404.0,2.0,71.0,Apartment,,Bengaluru,
Hoodi,3 BHK,1715.0,2.0,95.0,Apartment,,Bengaluru,
Electronic City,1 BHK,630.0,1.0,34.65,Apartment,,Bengaluru,
Harlur,3 BHK,1752.12,3.0,135.0,Apartment,,Bengaluru,
Hulimavu,3 BHK,1650.0,3.0,78.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,Apartment,,Bengaluru,
Giri Nagar,3 Bedroom,1800.0,3.0,252.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1346.0,2.0,74.03,Apartment,,Bengaluru,
Thippasandra,4 Bedroom,1200.0,4.0,200.0,Apartment,,Bengaluru,
Hormavu,2 BHK,1150.0,2.0,55.0,Apartment,,Bengaluru,
Chikkabidarakallu,4 Bedroom,3309.0,4.0,325.0,Apartment,,Bengaluru,
Chandapura,3 BHK,1190.0,2.0,30.35,Apartment,,Bengaluru,
AECS Layout,3 BHK,1620.0,3.0,98.0,Apartment,,Bengaluru,
Marathahalli,2 BHK,950.0,2.0,46.96,Apartment,,Bengaluru,
1 Giri Nagar,11 BHK,5000.0,9.0,360.0,Apartment,,Bengaluru,
Harlur,3 BHK,2450.0,3.0,120.0,Apartment,,Bengaluru,
Electronic City Phase II,3 BHK,1220.0,2.0,35.23,Apartment,,Bengaluru,
Hoysalanagar,2 BHK,850.0,2.0,30.0,Apartment,,Bengaluru,
Padmanabhanagar,2 BHK,1020.0,2.0,63.0,Apartment,,Bengaluru,
Chikkalasandra,2 BHK,1100.0,2.0,50.0,Apartment,,Bengaluru,
Defence Colony,2 BHK,1150.0,2.0,126.0,Apartment,,Bengaluru,
Hebbal,3 BHK,1760.0,2.0,130.0,Apartment,,Bengaluru,
Ambalipura,3 BHK,1800.0,3.0,110.0,Apartment,,Bengaluru,
Akshaya Nagar,2 BHK,1070.0,2.0,54.0,Apartment,,Bengaluru,
2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,Apartment,,Bengaluru,
Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,Apartment,,Bengaluru,
Amruthahalli,2 BHK,900.0,2.0,40.0,Apartment,,Bengaluru,
ITI Employees Layout,4 BHK,1200.0,4.0,230.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1130.0,2.0,42.16,Apartment,,Bengaluru,
Koramangala,2 BHK,1320.0,2.0,165.0,Apartment,,Bengaluru,
Kodigehalli,2 BHK,1270.0,2.0,98.0,Apartment,,Bengaluru,
Patelappa Layout,2 BHK,1200.0,2.0,62.0,Apartment,,Bengaluru,
Ring Road Nagarbhavi,4 BHK,4800.0,4.0,235.0,Apartment,,Bengaluru,
NS Palya,2 BHK,1200.0,2.0,74.0,Apartment,,Bengaluru,
Subramanyapura,2 BHK,929.0,2.0,50.17,Apartment,,Bengaluru,
RMV 2nd Stage,4 BHK,1150.0,4.0,260.0,Apartment,,Bengaluru,
Basavangudi,4 Bedroom,1125.0,4.0,180.0,Apartment,,Bengaluru,
Kenchenahalli,5 Bedroom,500.0,3.0,65.0,Apartment,,Bengaluru,
3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,190.0,Apartment,,Bengaluru,
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,Apartment,,Bengaluru,
7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,Apartment,,Bengaluru,
Bank Avenue,4 Bedroom,2000.0,4.0,99.0,Apartment,,Bengaluru,
Chikkalasandra,2 BHK,1208.0,2.0,49.0,Apartment,,Bengaluru,
Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,Apartment,,Bengaluru,
Surabhi Layout,3 BHK,1753.0,3.0,120.0,Apartment,,Bengaluru,
Old Madras Road,5 BHK,4500.0,7.0,337.0,Apartment,,Bengaluru,
Banjara Layout,3 Bedroom,600.0,3.0,58.0,Apartment,,Bengaluru,
Hoodi,2 BHK,1196.0,2.0,94.42,Apartment,,Bengaluru,
5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,Apartment,,Bengaluru,
Electronic City,2 BHK,1128.0,2.0,63.0,Apartment,,Bengaluru,
Omkar Nagar,2 BHK,1000.0,2.0,53.0,Apartment,,Bengaluru,
Yelahanka,2 BHK,1035.0,2.0,45.0,Apartment,,Bengaluru,
Kereguddadahalli,2 BHK,950.0,2.0,32.0,Apartment,,Bengaluru,
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1040.0,2.0,48.5,Apartment,,Bengaluru,
Maragondanahalli,2 Bedroom,720.0,2.0,45.0,Apartment,,Bengaluru,
Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,Apartment,,Bengaluru,
Silk Board,3 BHK,1300.0,3.0,58.0,Apartment,,Bengaluru,
Hoodi,3 BHK,1545.0,3.0,68.75,Apartment,,Bengaluru,
Shampura,1 BHK,375.0,2.0,26.0,Apartment,,Bengaluru,
Vidyaranyapura,2 BHK,1062.0,2.0,38.0,Apartment,,Bengaluru,
Kada Agrahara,2 BHK,1115.0,2.0,40.0,Apartment,,Bengaluru,
JP Nagar,2 BHK,1000.0,2.0,35.0,Apartment,,Bengaluru,
Kambipura,2 BHK,883.0,2.0,45.0,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1195.0,2.0,70.0,Apartment,,Bengaluru,
BHEL Layout,4 Bedroom,1200.0,3.0,165.0,Apartment,,Bengaluru,
Medahalli,1 Bedroom,700.0,1.0,41.0,Apartment,,Bengaluru,
Vittasandra,2 BHK,1246.0,2.0,67.0,Apartment,,Bengaluru,
8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,Apartment,,Bengaluru,
Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,Apartment,,Bengaluru,
Kashi Nagar,4 BHK,1600.0,4.0,80.0,Apartment,,Bengaluru,
Haralur Road,4 BHK,2805.0,5.0,154.0,Apartment,,Bengaluru,
Begur Road,3 BHK,1584.0,3.0,65.0,Apartment,,Bengaluru,
Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,Apartment,,Bengaluru,
Hosur Road,3 BHK,1175.0,2.0,48.0,Apartment,,Bengaluru,
"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,115.0,Apartment,,Bengaluru,
VHBCS Layout,2 BHK,1353.0,2.0,110.0,Apartment,,Bengaluru,
Electronic City,3 BHK,1599.0,3.0,125.0,Apartment,,Bengaluru,
Whitefield,2 BHK,1150.0,2.0,70.0,Apartment,,Bengaluru,
Jakkur,4 BHK,5230.0,6.0,465.0,Apartment,,Bengaluru,
KR Puram,2 BHK,1155.0,2.0,42.74,Apartment,,Bengaluru,
Ittamadu,1 BHK,1200.0,2.0,85.0,Apartment,,Bengaluru,
Electronic City Phase II,2 BHK,1000.0,2.0,25.0,Apartment,,Bengaluru,
Thanisandra,4 BHK,3000.0,4.0,120.0,Apartment,,Bengaluru,
Rajiv Nagar,3 BHK,1867.0,3.0,160.0,Apartment,,Bengaluru,
Ramagondanahalli,2 BHK,1251.0,2.0,47.0,Apartment,,Bengaluru,
Gattahalli,2 BHK,1028.0,2.0,45.5,Apartment,,Bengaluru,
Arekere,2 BHK,1222.0,2.0,45.0,Apartment,,Bengaluru,
Bannerghatta Road,3 BHK,1170.0,2.0,66.0,Apartment,,Bengaluru,
Hebbal,3 BHK,2400.0,4.0,245.0,Apartment,,Bengaluru,
Ramanjaneyanagar,3 BHK,1385.0,2.0,48.48,Apartment,,Bengaluru,
HSR Layout,2 BHK,1372.0,2.0,68.0,Apartment,,Bengaluru,
Magadi Road,3 BHK,1282.0,2.0,49.0,Apartment,,Bengaluru,
Mico Layout,9 BHK,5000.0,9.0,210.0,Apartment,,Bengaluru,
7th Block Jayanagar,5 Bedroom,3000.0,3.0,528.0,Apartment,,Bengaluru,
Kanakpura Road,2 BHK,1135.0,2.0,39.73,Apartment,,Bengaluru,
Whitefield,3 BHK,1768.0,3.0,101.0,Apartment,,Bengaluru,
Byatarayanapura,3 BHK,1325.0,2.0,90.0,Apartment,,Bengaluru,
Electronic City,3 BHK,1599.0,3.0,99.0,Apartment,,Bengaluru,
Whitefield,3 Bedroom,1500.0,3.0,61.95,Apartment,,Bengaluru,
2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,499.0,Apartment,,Bengaluru,
Uttarahalli,2 BHK,1286.0,2.0,63.0,Apartment,,Bengaluru,
Kammanahalli,5 BHK,2845.0,5.0,140.0,Apartment,,Bengaluru,
K G Colony,3 BHK,1600.0,2.0,50.0,Apartment,,Bengaluru,
Hennur Road,2 BHK,11951440.0,2.0,63.77,Apartment,,Bengaluru,
Hebbal,3 BHK,3450.0,5.0,260.0,Apartment,,Bengaluru,
Munnekollal,2 BHK,1102.0,2.0,53.67,Apartment,,Bengaluru,
Yelahanka,2 BHK,1350.0,2.0,54.0,Apartment,,Bengaluru,
Banashankari,3 BHK,1200.0,2.0,42.0,Apartment,,Bengaluru,
Hosa Road,6 Bedroom,1300.0,6.0,145.0,Apartment,,Bengaluru,
Herohalli,2 Bedroom,1800.0,1.0,80.0,Apartment,,Bengaluru,
Chikkabanavar,2 BHK,950.0,2.0,40.0,Apartment,,Bengaluru,
Kanakpura Road,1 BHK,525.0,1.0,27.25,Apartment,,Bengaluru,
Attibele,2 BHK,656.0,2.0,25.0,Apartment,,Bengaluru,
Marathahalli,4 Bedroom,1780.0,4.0,175.0,Apartment,,Bengaluru,
3rd Block Hrbr Layout,2 BHK,1056.0,2.0,80.0,Apartment,,Bengaluru,
Bannerghatta Road,1 BHK,595.0,1.0,33.32,Apartment,,Bengaluru,
Ittamadu,2 BHK,1080.0,2.0,50.0,Apartment,,Bengaluru,
7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,Apartment,,Bengaluru,
Bommasandra,2 BHK,1126.0,2.0,28.15,Apartment,,Bengaluru,
Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,Apartment,,Bengaluru,
HRBR Layout,4 Bedroom,2000.0,4.0,300.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,1550.0,3.0,100.0,Apartment,,Bengaluru,
,3 BHK,1600.0,3.0,86.0,Apartment,,Bengaluru,
Ashwini layout,2 BHK,1160.0,2.0,55.0,Apartment,,Bengaluru,
Whitefield,4 Bedroom,4144.0,4.0,315.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,2100.0,3.0,125.0,Apartment,,Bengaluru,
Vittasandra,2 BHK,1404.0,2.0,69.3,Apartment,,Bengaluru,
Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,Apartment,,Bengaluru,
Marathalli bridge,3 BHK,1544.0,3.0,120.0,Apartment,,Bengaluru,
Banashankari Stage III,3 BHK,1305.0,2.0,58.7,Apartment,,Bengaluru,
Marathahalli,2 BHK,1230.0,2.0,80.0,Apartment,,Bengaluru,
T.C PALYA,2 Bedroom,1200.0,2.0,65.0,Apartment,,Bengaluru,
Harlur,3 BHK,1460.0,3.0,73.0,Apartment,,Bengaluru,
Sarjapur  Road,,12002400.0,,34.185,Apartment,,Bengaluru,
Gottigere,2 BHK,967.0,2.0,45.0,Apartment,,Bengaluru,
Byatarayanapura,1 Bedroom,540.0,1.0,36.0,Apartment,,Bengaluru,
Hormavu,1 BHK,715.0,1.0,46.0,Apartment,,Bengaluru,
Whitefield,3 BHK,2500.0,3.0,313.0,Apartment,,Bengaluru,
Dooravani Nagar,3 BHK,1578.0,3.0,180.0,Apartment,,Bengaluru,
Mysore Road,2 BHK,1020.0,2.0,48.95,Apartment,,Bengaluru,
Jigani,2 BHK,1020.0,2.0,40.0,Apartment,,Bengaluru,
Koramangala,2 BHK,1253.0,2.0,102.0,Apartment,,Bengaluru,
JCR Layout,2 BHK,1180.0,2.0,42.0,Apartment,,Bengaluru,
Nehru Nagar,2 BHK,961.0,2.0,38.0,Apartment,,Bengaluru,
Kanakapura,3 BHK,1419.0,3.0,75.0,Apartment,,Bengaluru,
Harlur,3 BHK,1709.0,3.0,150.0,Apartment,,Bengaluru,
Papareddipalya,2 Bedroom,1600.0,2.0,115.0,Apartment,,Bengaluru,
Venkatapura,1 BHK,416.0,1.0,18.5,Apartment,,Bengaluru,
Sanjay nagar,2 BHK,1100.0,2.0,98.0,Apartment,,Bengaluru,
HSR Layout,3 BHK,1430.0,2.0,65.0,Apartment,,Bengaluru,
Sneha Colony,2 BHK,1260.0,2.0,45.0,Apartment,,Bengaluru,
RMV Extension,3 BHK,1630.0,3.0,85.0,Apartment,,Bengaluru,
Sarjapur  Road,3 BHK,1249.0,3.0,44.71,Apartment,,Bengaluru,
Kalena Agrahara,3 BHK,1450.0,2.0,85.0,Apartment,,Bengaluru,
Konanakunte,3 BHK,2791.0,3.0,223.0,Apartment,,Bengaluru,
Hosapalya,1 BHK,600.0,1.0,90.0,Apartment,,Bengaluru,
Ashwini layout,1 BHK,834.0,1.0,60.0,Apartment,,Bengaluru,
Doddagubbi,3 Bedroom,1125.0,4.0,70.0,Apartment,,Bengaluru,
Arekere,3 BHK,2060.0,3.0,140.0,Apartment,,Bengaluru,
Malleshwaram,7 BHK,12000.0,7.0,2200.0,Apartment,,Bengaluru,
Gottigere,2 BHK,891.0,2.0,25.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,Apartment,,Bengaluru,
Bisuvanahalli,3 BHK,1075.0,2.0,37.0,Apartment,,Bengaluru,
Sector 6 HSR Layout,4 BHK,3000.0,5.0,260.0,Apartment,,Bengaluru,
Brookefield,4 Bedroom,2440.0,5.0,425.0,Apartment,,Bengaluru,
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,Apartment,,Bengaluru,
Thanisandra,2 BHK,1075.0,2.0,45.8,Apartment,,Bengaluru,
Kaggadasapura,2 BHK,1140.0,2.0,40.0,Apartment,,Bengaluru,
Margondanahalli,5 Bedroom,940.0,4.0,150.0,Apartment,,Bengaluru,
ITI Layout,6 Bedroom,2160.0,5.0,250.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,Apartment,,Bengaluru,
R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,Apartment,,Bengaluru,
Whitefield,4 BHK,4104.0,4.0,360.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1790.0,3.0,100.0,Apartment,,Bengaluru,
Hebbal,3 BHK,1920.0,3.0,134.0,Apartment,,Bengaluru,
HRBR Layout,2 BHK,1374.0,2.0,95.0,Apartment,,Bengaluru,
Bannerghatta Road,3 BHK,1445.0,3.0,95.0,Apartment,,Bengaluru,
Kanakapura,1 BHK,711.0,1.0,36.0,Apartment,,Bengaluru,
Tumkur Road,3 BHK,1500.0,3.0,95.0,Apartment,,Bengaluru,
Whitefield,3 BHK,1720.0,3.0,100.0,Apartment,,Bengaluru,
Vasanthapura,3 BHK,1400.0,3.0,60.0,Apartment,,Bengaluru,
Kundalahalli,2 BHK,1030.0,2.0,49.0,Apartment,,Bengaluru,
Mysore Road,2 BHK,1200.0,2.0,85.0,Apartment,,Bengaluru,
Hosahalli,3 BHK,1375.0,3.0,70.0,Apartment,,Bengaluru,
Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,Apartment,,Bengaluru,
Jalahalli,3 BHK,2250.0,3.0,160.0,Apartment,,Bengaluru,
Bellandur,2 BHK,1000.0,2.0,50.0,Apartment,,Bengaluru,
Jalahalli West,1 BHK,469.0,1.0,25.0,Apartment,,Bengaluru,
Marathahalli,4 BHK,3800.0,4.0,250.0,Apartment,,Bengaluru,
Kambipura,2 BHK,883.0,2.0,29.0,Apartment,,Bengaluru,
GM Palaya,3 BHK,1820.0,2.0,86.0,Apartment,,Bengaluru,
Singasandra,3 BHK,1440.0,2.0,65.0,Apartment,,Bengaluru,
near Ramanashree California resort,6 BHK,3600.0,4.0,160.0,Apartment,,Bengaluru,
Malleshwaram,4 BHK,2500.0,5.0,325.0,Apartment,,Bengaluru,
Mahadevpura,2 BHK,1225.0,2.0,48.0,Apartment,,Bengaluru,
"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,660.0,Apartment,,Bengaluru,
Chikkalasandra,2 BHK,875.0,2.0,52.8,Apartment,,Bengaluru,
Jalahalli East,1 BHK,750.0,1.0,40.0,Apartment,,Bengaluru,
6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,Apartment,,Bengaluru,
Haralur Road,2 BHK,1194.0,2.0,47.0,Apartment,,Bengaluru,
Hennur Road,3 BHK,1500.0,2.0,62.0,Apartment,,Bengaluru,
Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,52.2,Apartment,,Bengaluru,
Arekere,9 Bedroom,4125.0,9.0,265.0,Apartment,,Bengaluru,
Hosakerehalli,3 BHK,2378.0,3.0,262.0,Apartment,,Bengaluru,
Sarjapur,2 BHK,1128.0,2.0,60.0,Apartment,,Bengaluru,
Hebbal,3 BHK,1500.0,3.0,150.0,Apartment,,Bengaluru,
Huskur,3 BHK,1220.0,2.0,35.23,Apartment,,Bengaluru,
Sarjapur  Road,2 BHK,1210.0,2.0,58.0,Apartment,,Bengaluru,
Kanakpura Road,3 BHK,1100.0,2.0,58.0,Apartment,,Bengaluru,
Bommasandra,3 BHK,1200.0,3.0,46.0,Apartment,,Bengaluru,
Haralur Road,4 BHK,3385.0,5.0,260.0,Apartment,,Bengaluru,
Nagondanahalli,3 BHK,1641.0,3.0,66.0,Apartment,,Bengaluru,
Horamavu Agara,2 BHK,1200.0,2.0,45.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,Apartment,,Bengaluru,
Mahadevpura,3 BHK,1720.0,3.0,78.0,Apartment,,Bengaluru,
Yelahanka,2 BHK,11201145.0,2.0,48.13,Apartment,,Bengaluru,
Yelahanka,2 BHK,1210.0,2.0,45.98,Apartment,,Bengaluru,
Indira Nagar,4 Bedroom,2200.0,4.0,200.0,Apartment,,Bengaluru,
Bisuvanahalli,3 BHK,1075.0,2.0,45.0,Apartment,,Bengaluru,
Thanisandra,3 BHK,1702.0,3.0,130.0,Apartment,,Bengaluru,
Shanthala Nagar,2 BHK,1630.0,2.0,200.0,Apartment,,Bengaluru,
Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,Apartment,,Bengaluru,
Shantiniketan Layout,3 BHK,2072.0,3.0,108.0,Apartment,,Bengaluru,
